Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - collectIndustries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"EUUOYZ409381082","Art Alliance for Contemporary Glass (AACG)","11700 Preston Rd., Ste. 660, No. 327","","","","","Dallas, TX 75230 USA","Dallas","TX","75230","United States","214","(214)890-0029","","(214)890-0029","admin@contempglass.org","http://contempglass.org; http://www.facebook.com/ArtAllianceContemporaryGlass/; http://twitter.com/AACGlass","","","","","","6","282228","500","None Reported","Yes","Recognition","","","","","None Reported","","","Art","06","Cultural Organizations","Larry Eisenberg","","","",""
"YJAUVX551940993","Artemis Medical Society","PO Box 470943","","","","","Fort Worth, TX 76147 USA","Fort Worth","TX","76147","United States","682","(682)231-0120","","","","http://www.artemismedicalsociety.org; http://www.facebook.com/ArtemisMedicalSociety; http://twitter.com/ArtemisMedSoc","","","8011","Offices and Clinics of Medical Doctors","2012","","","","None Reported","None Reported","","","","","","None Reported","","","Physicians; Women; Minorities","08","Health and Medical Organizations","Myiesha Taylor","","","",""
"OJCWCG631044565","Arte Sana","PO Box 1334","","","","","Dripping Springs, TX 78620 USA","Dripping Springs","TX","78620","United States","","","800-656-4673","","artesanando@yahoo.com","http://www.arte-sana.com; http://www.facebook.com/Arte-Sana-394771965120","","","","","2001","","","","Yes","None Reported","","","","","","None Reported","","","Arts","07","Social Welfare Organizations","Laura Zarate","","","",""
"NMIMXA960829571","Asaba National Association (ANA)","PO Box 1627","","","","","Sugar Land, TX 77487-1627 USA","Sugar Land","TX","77487-1627","United States","678","(678)860-9602","","","","http://www.asabausa.com; http://www.facebook.com/asabausa","","","","","1996","","","","None Reported","None Reported","","","","","","None Reported","","","African","10","Fraternal, Nationality, and Ethnic Organizations","Victor Kwentua","","","",""
"TZDHUW662836203","Asian American Real Estate Association (AAREA)","PO Box 1762","","","","","Alief, TX 77411 USA","Alief","TX","77411","United States","281","(281)799-4939","","","","http://aareahouston.org; http://www.facebook.com/groups/111850887993; http://twitter.com/AareaHouston?lang=en","","","6531","Real Estate Agents and Managers","2003","","19706","","None Reported","None Reported","","","","","","None Reported","","","Real Estate","01","Trade, Business, and Commercial Organizations","Alex Sung","","","",""
"AQFMAY315358242","Asleep at the Wheel Fan Club","PO Box 463","","","","","Austin, TX 78767 USA","Austin","TX","78767","United States","512","(512)444-9885","","(512)444-4699","","http://www.asleepatthewheel.com","","","4725","Tour Operators","","","","","None Reported","None Reported","","","","","","None Reported","","","Music","18","Fan Clubs","Ray Benson","","","",""
"NZHZLM206482033","Association for Benchmarking Health Care (ABHC)","4606 FM 1960 Rd. W, Ste. 250","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","","(281)440-6677","","http://abhc.org","","","8099; 8743; 8748; 8743; 8748","Health and Allied Services Nec; Public Relations Services; Business Consulting Services Nec; Public Relations Services; Business Consulting Services Nec","1998","14","2000000","2000","None Reported","None Reported","","","","","","None Reported","","","Health Care; Health Services","01","Trade, Business, and Commercial Organizations","","","","",""
"NQGDYG136481541","Association for Refugee Service Professionals (ARSP)","PO Box 80692","","","","","Austin, TX 78708 USA","Austin","TX","78708","United States","","","","","","http://www.refugeeprofessionals.org","","","8322","Individual and Family Services","","","","","None Reported","None Reported","","","","","","None Reported","","","Immigration; Citizenship; Professionals; Refugees","07","Social Welfare Organizations","Bob Palm","","","",""
"TDJGYV282844529","Association for the Study of Free Institutions (ASFI)","c/o Stephen H. Balch, Chairman","Institute for the Study of Western Civilization","PO Box 41017","","","Lubbock, TX 79409-2019 USA","Lubbock","TX","79409-2019","United States","806","(806)834-8289","","","","http://www.freestudies.org","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Higher Education","05","Educational Organizations","Carson Holloway","","","",""
"ZBEFZR915709359","Association of Attorney-Mediators (AAM)","PO Box 741955","","","","","Dallas, TX 75374-1955 USA","Dallas","TX","75374-1955","United States","972","(972)669-8101","800-280-1368","(972)669-8180","aam@attorney-mediators.org","http://www.attorney-mediators.org; http://www.facebook.com/AAMMediators","","","8111","Legal Services","1989","10","93606","400","None Reported","None Reported","","","Newsletter","","No","None Reported","","","Attorneys","03","Legal, Governmental, Public Administration, and Military Organizations","Brenda Rachuig","","","",""
"LSLFGY033979853","Association of Biblical Counselors (ABC)","209 N Industrial Blvd., Ste. 237","","","","","Bedford, TX 76021 USA","Bedford","TX","76021","United States","","","877-222-4551","","info@christiancounseling.com","http://christiancounseling.com; http://www.facebook.com/pages/Association-of-Biblical-Counselors/57829596558; http://www.facebook.com/abcounselors; http://www.twitter.com/abcounselors","","","","","","8","621587","","None Reported","None Reported","","","","","","None Reported","","","Counseling; Bible; Christian; Professionals; Religion","11","Religious Organizations","Jeremy Lelek","","","",""
"BJSKWU697673416","Association of Educators in Imaging and Radiologic Sciences (AEIRS)","526 Kingwood Dr., No. 412","","","","","Kingwood, TX 77339-4473 USA","Kingwood","TX","77339-4473","United States","936","(936)647-1443","","","office@aeirs.org","http://www.aeirs.org; http://www.facebook.com/Association-of-Educators-in-Imaging-and-Radiologic-Sciences-AEIRS-258801357370; http://www.linkedin.com/groups/7446447","2721","Periodicals","8299; 8731","Schools and Educational Services Nec; Commercial Physical Research","1967","1","","","None Reported","Yes","Grant","","Journal; Newsletter","3/year; Spring, Summer, Fall","Yes","Yes","educational activity","","Radiology; Medical Education","08","Health and Medical Organizations","Jennifer Chiu","","","",""
"LTYAGB374263801","Association of Extremity Nerve Surgeons (AENS)","15577 Ranch Rd. 12, Ste. 103","","","","","Wimberley, TX 78676 USA","Wimberley","TX","78676","United States","","","888-708-9575","(888)394-1123","info@aens.us","http://www.aens.us","","","8011","Offices and Clinics of Medical Doctors","","","","","None Reported","None Reported","","","","","","Yes","meeting","","Neurosurgery; Neurology; Surgery; Medical Specialties","08","Health and Medical Organizations","Peter Bregman, DPM","","","",""
"KXYKRY933890068","Association of Forensic DNA Analysts and Administrators (AFDAA)","2525 N International Blvd.","","","","","Weslaco, TX 78599 USA","Weslaco","TX","78599","United States","","","","","","http://afdaa.org","","","8734","Testing Laboratories","1978","","","","None Reported","None Reported","","","","","","None Reported","","","Forensic Sciences","03","Legal, Governmental, Public Administration, and Military Organizations","","","","",""
"YCVEQY074714343","Association of International Petroleum Negotiators (AIPN)","11767 Katy Freeway, Ste. 412","","","","","Houston, TX 77079 USA","Houston","TX","77079","United States","281","(281)558-7715","","(281)558-7073","membership@aipn.org","http://www.aipn.org","","","5172; 9721","Petroleum Products Nec; International Affairs","","","","","None Reported","Yes","Scholarship","","","","","None Reported","","","Energy; Petroleum","02","Environmental and Agricultural Organizations","","","","",""
"XRVOFQ570204830","Association of Neurology Physician Assistants (ANPA)","c/o Teresa Frohman, President","University of Texas at Austin","","","","Austin, TX USA","Austin","TX","","United States","","","","","teresa.frohman@austin.utexas.edu","http://www.neurologypa.org","","","8049","Offices of Health Practitioners Nec","2013","","","","None Reported","None Reported","","","","","","None Reported","","","Physician Assistants; Neurology","08","Health and Medical Organizations","Teresa Frohman","","","",""
"QRGDYI866817081","Association of Women Psychiatrists (AWP)","PO Box 570218","","","","","Dallas, TX 75357-0218 USA","Dallas","TX","75357-0218","United States","972","(972)613-0985","","(972)613-5532","womenpsych@aol.com","http://associationofwomenpsychiatrists.com","","","8011","Offices and Clinics of Medical Doctors","1983","","76506","","None Reported","None Reported","","","","","","None Reported","","","Psychiatry; Women; Health Professionals; Mental Health","08","Health and Medical Organizations","Mary E. Barber, MD","","","",""
"QYBTOR889902538","The Atlas Society (TAS)","800 Rockmead Dr., Ste. 200","","","","","Kingwood, TX 77339-9958 USA","Kingwood","TX","77339-9958","United States","202","(202)296-7263","","(202)296-0771","tas@atlassociety.org","http://www.atlassociety.org; http://www.facebook.com/AtlasSociety/; http://twitter.com/TheAtlasSociety","","","8299; 8733","Schools and Educational Services Nec; Noncommercial Research Organizations","1990","11","950000","","None Reported","Yes","Scholarship","","Periodical","","No","Yes","educational activity; conference; seminar","","Philosophy","06","Cultural Organizations","Jennifer Grossman","","","",""
"BAVNEC430841028","Atticus Circle","Bldg. 6, Ste. 450","2901 Via Fortuna","","","","Austin, TX 78746 USA","Austin","TX","78746","United States","512","(512)275-7880; (512)450-5188","","","equality@atticuscircle.org","http://www.atticuscircle.org; http://www.facebook.com/StandUpWithAtticusCircle; http://twitter.com/atticuscircle","8322","Individual and Family Services","","","2004","","16793","","None Reported","Yes","Recognition","","","","","None Reported","","","Gay/Lesbian; Bisexual; Civil Rights and Liberties; Human Rights; Sexual Freedom; Transgender","09","Public Affairs Organizations","","","","",""
"MXIKFR892340292","Automotive Service Association (ASA)","8209 Mid Cities Blvd.","","","","","North Richland Hills, TX 76182-4712 USA","North Richland Hills","TX","76182-4712","United States","817","(817)514-2900","","(817)514-0770","asainfo@ASAshop.org","http://asashop.org; http://www.facebook.com/ASAshop; http://www.linkedin.com/company/automotive-service-association; http://www.twitter.com/asashop","2741; 2721","Miscellaneous Publishing; Periodicals","7538","General Automotive Repair Shops","1951","11","3988123","","None Reported","None Reported","","","Magazine","bimonthly","Yes","Yes","convention","","Automotive Services","01","Trade, Business, and Commercial Organizations","Roy Schnepper","","","",""
"UMGKSW977467983","Auto Suppliers Benchmarking Association (ASBA)","4606 FM 1960 Rd. W, Ste. 250","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","","(281)440-6677","","http://asbabenchmarking.com","","","7389; 8743; 8748; 8743; 8748","Business Services Nec; Public Relations Services; Business Consulting Services Nec; Public Relations Services; Business Consulting Services Nec","1996","14","2000000","2000","None Reported","None Reported","","","","","","None Reported","","","Business; Automotive Industries","01","Trade, Business, and Commercial Organizations","","","","",""
"SOGUTQ448659847","Bat Conservation International (BCI)","500 N Capital of Texas Hwy., Bldg. 1","","","","","Austin, TX 78716 USA","Austin","TX","78716","United States","512","(512)327-9721","800-538-2287","","","http://www.batcon.org; http://www.facebook.com/BatCon; http://www.linkedin.com/company/bat-conservation-international; http://twitter.com/BatConIntl","2741","Miscellaneous Publishing","8399","Social Services Nec","1982","30","4378675","","None Reported","Yes","Scholarship","","Magazine; Handbook","quarterly","No","None Reported","","","Wildlife Conservation","02","Environmental and Agricultural Organizations","Cullen Geiselman","","","",""
"AYAGEQ508030852","Big Bend Natural History Association (BBNHA)","PO Box 129","","","","","Big Bend National Park, TX 79834-0129 USA","Big Bend National Park","TX","79834-0129","United States","432","(432)477-2251","","(432)477-1175","","http://www.bigbendbookstore.org; http://www.faceboo.com/BigBendNPS; http://twitter.com/BigBendNPS","2731","Book Publishing","8731; 8733; 9512; 8733; 9512","Commercial Physical Research; Noncommercial Research Organizations; Land, Mineral and Wildlife Conservation; Noncommercial Research Organizations; Land, Mineral and Wildlife Conservation","1956","4","500000","550","None Reported","None Reported","","","Newsletter","3/year","No","Yes","meeting","","Natural Sciences","04","Engineering, Technological, and Natural and Social Sciences Organizations","","","","",""
"PLAMCR749733301","Big Thicket Natural Heritage Trust (BTNHT)","PO Box 1049","","","","","Kountze, TX 77625 USA","Kountze","TX","77625","United States","","","","","","http://www.bigthicket.org/programs/natural-heritage-trust; http://www.facebook.com/BigThicketAssociation","","","","","1964","","","","None Reported","None Reported","","","","","","None Reported","","","Conservation","02","Environmental and Agricultural Organizations","Kathy Smartt","","","",""
"WUBIYZ697722613","Bihar Association of North America (BANA)","3618 Battle Creek Dr.","","","","","Missouri City, TX 77459 USA","Missouri City","TX","77459","United States","281","(281)892-9187","","","","http://www.biharassociation.net","","","","","1992","","","","None Reported","None Reported","","","","","","None Reported","","","Indian","06","Cultural Organizations","Santosh Verma","","","",""
