Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Publishers Directory") And Edition (41)  LIMITS: Database (Publishers Directory)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,Annual Sales,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"BAGWHN733827003","Ahadada Books","4314 Ingram Common","","","","","Burlington, ON, Canada L7L 0C4","Burlington","ON","L7L 0C4","Canada","905","(905)617-7754","","","","http://www.ahadadabooks.com","","J. Glass","","","",""
"IZEQKU358511955","AHS International","217 N Washington St.","","","","","Alexandria, VA 22314-2538 USA","Alexandria","VA","22314-2538","United States","703","(703)684-6777","855-247-4685","(703)739-9279","staff@vtol.org","http://www.vtol.org","841000","John Garrison","Mike Hirschberg","","",""
"YIXVGK436473720","AIMS Education Foundation","5391 E Home Ave.","","","","","Fresno, CA 93727-2105 USA","Fresno","CA","93727-2105","United States","559","(559)255-4094","","(559)255-6396","","http://www.aimsedu.org","6400000","Myrna Mitchell","","","",""
"VOFTLU291224833","AIMS International Books Inc.","7709 Hamilton Ave.","","","","","Cincinnati, OH 45231 USA","Cincinnati","OH","45231","United States","513","(513)521-5590","800-733-2067","(513)521-5592","","http://www.aimsbooks.com","","Georgia Crowell","David P. Crowell","","",""
"BCOGJH073908267","Air Age Media","88 Danbury Rd.","","","","","Wilton, CT 06897 USA","Wilton","CT","06897","United States","203","(203)431-9000","888-235-2021","(203)529-3010","sales@airage.com","http://www.airage.com","","","","","",""
"XYABMM542297792","Air and Waste Management Association","1 Gateway Ctr., 3rd Fl.","420 Fort Duquesne Blvd.","","","","Pittsburgh, PA 15222-1435 USA","Pittsburgh","PA","15222-1435","United States","412","(412)232-3444","800-270-3444","(412)232-3450","info@awma.org","http://www.awma.org","8675000","Jim Powell","Michael Miller","Sara Head","Amy Gilligan","Jeanne C. Ng"
"RLQDZD570412772","Air Cargo World","1080 Holcomb Bridge Rd.","Roswell Summit, Bldg. 200, Ste. 255","","","","Roswell, GA 30076 USA","Roswell","GA","30076","United States","770","(770)642-9170","","(770)642-9982","","http://www.aircargoworld.com","","Tony Stein","Robert W. Moorman","Paul Page","Pamela Latty","Michael Basso"
"ZUAJSL387042229","Aircraft Owners and Pilots Association","421 Aviation Way","","","","","Frederick, MD 21701 USA","Frederick","MD","21701","United States","301","(301)695-2000","800-872-2672","(301)695-2375","","http://www.aopa.org","131208000","","","","",""
"XCSGJD965556130","A.I.R. Gallery","111 Front St., Ste. 228","","","","","Brooklyn, NY 11201 USA","Brooklyn","NY","11201","United States","212","(212)255-6651","","","info@airgallery.org","http://www.airgallery.org","1377000","Simon Meltesen","Mary Grigoriadis","Dena Muller","",""
"CHMRJL208589054","The A.I. Root Co.","623 W Liberty St.","","","","","Medina, OH 44258-2225 USA","Medina","OH","44258-2225","United States","330","(330)725-6677","800-289-7668","(330)725-5624","customerservice@rootcandles.com","http://rootcandles.com","24000000","Kim Flottum","John Root","","",""
"WIBRHC380744695","Air Services Unlimited","4340 Redwood Hwy., Ste. E356","","","","","San Rafael, CA 94903 USA","San Rafael","CA","94903","United States","415","(415)898-9500","866-483-5056","(415)373-0487","subs@asu.com","http://airservicesunlimited.com","","Jeffrey Haynes","","","",""
"KKFIZG896517807","AirStream Books","Po Box 383","","","","","Northport, NY 11768 USA","Northport","NY","11768","United States","","","","","airstreambks@gmail.com","http://www.airstreambooks.net","","","","","",""
"TMYQBB042150434","Akashic Books","232 Third St., Ste. A115","","","","","Brooklyn, NY 11215 USA","Brooklyn","NY","11215","United States","718","(718)643-9193","","(718)643-9195","info@akashicbooks.com","http://www.akashicbooks.com","","Johanna Ingalls","Johnny Temple","","",""
"JSPJOE061637846","Akron Art Museum","1 S High St.","","","","","Akron, OH 44308-2084 USA","Akron","OH","44308-2084","United States","330","(330)376-9185","","(330)376-1180","mail@akronartmuseum.org","http://www.akronartmuseum.org/library","","Ellie Ward","Mark Masuoka","Cristina Alexander","Arnold Tunstall",""
"UQIOBC585455178","AKTRIN Furniture Information Centre","164 S Main St., Ste. 615, Radio Bldg.","","","","","High Point, NC 27261 USA","High Point","NC","27261","United States","336","(336)841-8535","800-826-8868","(336)841-5435","","","50000","","","","",""
"FGLLVQ535104967","Alabama Department of Economic and Community Affairs","401 Adams Ave., Ste. 570","","","","","Montgomery, AL 36103-5690 USA","Montgomery","AL","36103-5690","United States","334","(334)242-5100","","(334)242-5099","contact@adeca.alabama.gov","http://www.adeca.alabama.gov","","Rochelle C. Anderson","","","",""
"QZFAQQ025277520","Alabama Development Office","401 Adams Ave.","","","","","Montgomery, AL 36130-4106 USA","Montgomery","AL","36130-4106","United States","334","(334)242-0400","800-248-0033","(334)353-1330","idinfo@ado.state.al.us","http://www.ado.state.al.us","","Bill Newton","Wayne Nickols","Gary Faulkner","",""
"DAJABM306036338","Alabama Forestry Association","555 Alabama St.","","","","","Montgomery, AL 36104-4309 USA","Montgomery","AL","36104-4309","United States","334","(334)265-8733","","(334)262-1258","","http://www.alaforestry.org","","Fred T. Stimpson","Tom Saunders","Sam Duvall","Chris Isaacson","Chris Erwin"
"RTEVYU226045915","Al-Anon Family Group Headquarters Inc.","1600 Corporate Landing Pkwy.","","","","","Virginia Beach, VA 23454-5617 USA","Virginia Beach","VA","23454-5617","United States","757","(757)563-1600","","(757)563-1655","wso@al-anon.org","http://www.al-anon.alateen.org","4000000","","","","",""
"IRHIKR211669457","Alan Wofsy Fine Arts","1109 Geary Blvd.","","","","","San Francisco, CA 94109-6815 USA","San Francisco","CA","94109-6815","United States","415","(415)292-6500","","(415)292-6594","order@art-books.com","http://www.art-books.com","3090000","Vladimir Leniashin","Theodore Besterman","M. G. Oesterby","Kynaston Mcshine","Joseph Henry Jackson"
"HGJFZR400506420","Alaska Commission on Postsecondary Education","800 E Dimond Blvd., Ste. 200","","","","","Anchorage, AK 99515 USA","Anchorage","AK","99515","United States","907","(907)465-2962","800-441-2962","(907)465-5316","acpe@alaska.gov","http://www.acpe.alaska.gov","48554000","Rebekah Matrosova","Worth Barthel","Stephanie Butler","Kerry Thomas","Kenneth Dodson"
"NFJPGI864914293","Alaska Conservation Foundation","911 W 8th Ave., Ste. 300","","","","","Anchorage, AK 99501 USA","Anchorage","AK","99501","United States","907","(907)276-1917","","(907)274-4145","acfinfo@alaskaconservation.org","http://alaskaconservation.org","6956000","Jimmy Carter","Scott Hed","","",""
"JPHUKN312322004","Alaska Department of Labor - Census and Geographic Information Network - Research and Analysis","1111 W 8th St., Ste. 301","","","","","Juneau, AK 99801 USA","Juneau","AK","99801","United States","907","(907)465-4500","","(907)523-9654","ingrid.zaruba@alaska.gov","http://laborstats.alaska.gov","","Sam Dapcevich","Neal Fried","Nancy Hill","Jack Cannon","Debra Berggren"
"LQICWC463766323","Alaska Legislative Affairs Agency - Information & Teleconferencing","State Capitol Bldg., Rm. 3","","","","","Juneau, AK 99801-1182 USA","Juneau","AK","99801-1182","United States","907","(907)465-4648","","(907)465-2864","juneau_lio@legis.state.ak.us","http://www.legis.state.ak.us","","Pamela A. Varni","","","",""
"UDQTJX155221001","Alaska Municipal League","217 2nd St., Ste. 200","","","","","Juneau, AK 99801 USA","Juneau","AK","99801","United States","907","(907)586-1325","877-636-1325","(907)463-5480","info@akml.org","http://www.akml.org","","Linda Murphy","Tammy Clayton","","",""
"PZKWSH876592867","Alaska Northwest Books","3019 NW Yeon","","","","","Portland, OR 97210 USA","Portland","OR","97210","United States","503","(503)226-2402","","(503)223-1410","sales@gacpc.com","http://www.gacpc.com","","Tim Frew","","","",""
"ZOSOYP360463896","Alba House","2187 Victory Blvd.","","","","","Staten Island, NY 10314-6603 USA","Staten Island","NY","10314-6603","United States","718","(718)761-0047","800-343-2522","(718)761-0057","sales@stpauls.us","http://www.albahouse.org","800000","Ignatius Staniszewski","Anthony Warren","","",""
"DWYBXA126941950","Alban Institute","312 Blackwell St., Ste. 101","","","","","Durham, NC 27701 USA","Durham","NC","27701","United States","919","(919)613-5323","","","infocenter@alban.org","http://www.alban.org","892000","Susan Beaumont","Speed Leas","Kristine K. McPeek","Twila Glenn","Lee Nelson"
"NEEAFC747155924","Alberni District Historical Society","Alberni Valley Heritage Network","4255 Wallace St.","","","","Port Alberni, BC, Canada V9Y 3Y6","Port Alberni","BC","V9Y 3Y6","Canada","250","(250)723-2181","","","info@alberniheritage.com","http://www.alberniheritage.com/alberni-valley-museum/adhs-history","","William Jones","Meg Trebett","Lila Mackenzie","Keitha Adams","Jean McIntosh"
"WGQAOY801366429","Alberta Agriculture - Economics Unit","7000-113 St.","","","","","Edmonton, AB, Canada T6H 5T6","Edmonton","AB","T6H 5T6","Canada","403","(403)742-7901","866-882-7677","(403)742-7527","duke@gov.ab.ca","http://www.agric.gov.ab.ca","","James Calpas","Jackson Gardner","Annalisa Baer","",""
"HCYPQF017424590","Alberta Keys Music Publishing Company Ltd.","37 Hollyburn Rd. SW","","","","","Calgary, AB, Canada T2V 3H2","Calgary","AB","T2V 3H2","Canada","403","(403)255-6029","","(403)255-6029","albertakeys@shaw.ca","http://www.albertakeys-musicpublishing.com","15000","Roberta M. Stephen","","","",""
"IGQUCU848383566","Alberta Playwright's Network","Ste. 208 - 331 - 41st Ave. NE","","","","","Calgary, AB, Canada T3E 7K2","Calgary","AB","T3E 7K2","Canada","403","(403)269-8564","","(403)265-6773","","http://www.albertaplaywrights.com","","Kevin Charles Netto","Tracy Carroll","Lesley MacMillan","Lana Hughes","David Belke"
"MOOGYY401310493","Albondocani Press","269 Greene St., Ste. 1A","","","","","New York, NY 10003-6705 USA","New York","NY","10003-6705","United States","212","(212)674-6795","","","","","","George L. Bixby","","","",""
"NTNBJS570012812","Alchemist/ Light Publishing","PO Box 1275","","","","","Belmont, CA 94002-6275 USA","Belmont","CA","94002-6275","United States","1; 650","(650)345-6812","","","vog@alchemist-light.com","","","","","","",""
"NAFTYW482519460","Alchemy Press","90 W Rd.","","","","","Orleans, MA 02653-3111 USA","Orleans","MA","02653-3111","United States","508","(508)255-0025","","","alchemy@introchem.com","","","Steve Owens","Thomas Dickson","Mike Chinn","Fred Calero",""
"PSWTBO317157258","Alcyone Books","183 Booth Canal Rd.","","","","","Salt Spring Island, BC, Canada V8K 2N2","Salt Spring Island","BC","V8K 2N2","Canada","","","","","books@alcyonenews.ca","http://www.alcyonenews.ca","","","","","",""
"IYCRAR010534150","Aldene and Les Church","15 Lorne St. N","","","","","Renfrew, ON, Canada K7V 1K8","Renfrew","ON","K7V 1K8","Canada","613","(613)432-8986","","","","","","H. L. Church","A. R. Church","","",""
"UMXQLB990656388","Alegria Hispana Publications","336 N Ashwood Ave.","","","","","Ventura, CA 93003 USA","Ventura","CA","93003","United States","805","(805)642-3969","","","","","20000","Dr. Maricarmen Ohara","Helmar Janee","","",""
"LFAVIL389974949","AlexAndria Associates","PO Box 816","","","","","Lincoln City, OR 97367 USA","Lincoln City","OR","97367","United States","541","(541)992-5071","","","alex@eoni.com","http://www.janhindman.com","20000","Amber Ingram Campbell","Mac Hindman","","",""
"VYVHWH526386549","Alexandria Drafting Co.","6440 General Green Way","","","","","Alexandria, VA 22312 USA","Alexandria","VA","22312","United States","","","800-232-6277","","","http://www.adcmaps.com","","Steven Haringa","Sharon Smith","Richard Myers","Mark Turcotte","John Takach"
"NERXDM058351449","Alexandrian Press","Stanford University, 678 Mirada Ave.","","","","","Stanford, CA 94305-8475 USA","Stanford","CA","94305-8475","United States","650","(650)321-6594","","","","","100000","Patrick Suppes","Prof. Lucie Stern","","",""
"WYQOUE219211162","Aliform Publishing","117 Warwick St., SE","","","","","Minneapolis, MN 55414 USA","Minneapolis","MN","55414","United States","612","(612)378-3906","","(612)379-7639","aliformgroup@gmail.com","http://www.aliformgroup.com","","Jay Miskowiec","","","",""
"NXOIAC000067157","Alison Lobb","80871 Stone School Line","RR 2","","","","Clinton, ON, Canada N0M 1L0","Clinton","ON","N0M 1L0","Canada","1; 519","(519)482-7167","","(519)482-5016","alobb@centralhuron.com","","","Alison Lobb","","","",""
"FHCDMA965158059","Alive Publishing Group Inc.","100-12751 Vulcan Way","","","","","Richmond, BC, Canada V6V 3C8","Richmond","BC","V6V 3C8","Canada","604","(604)295-9333","800-663-6580","(800)663-6597","editorial@alive.com","http://www.alive.com","","Siegfried Gursche","Vic LeBouthillier","","",""
"BHMUYP661039064","All America Distributors Corp.","8431 Melrose Pl.","","","","","Los Angeles, CA 90069-5312 USA","Los Angeles","CA","90069-5312","United States","323","(323)651-2650","","(323)655-9452","info@psiemail.com","","6392000","Marc K. Morriss","Bentley Morriss","Mitchell Neal","",""
"NXJGLX099524396","Allegheny Software Publishers Inc.","125 State St.","","","","","Saint Marys, PA 15857 USA","Saint Marys","PA","15857","United States","","","800-527-7213","","sales@alleghenysoftware.com","http://www.hhc3000.com/about-us.html","","","","","",""
"QMWDLB108186494","Allentown News Agency Inc.","719-723 Liberty St.","","","","","Allentown, PA 18101 USA","Allentown","PA","18101","United States","1; 610","(610)432-4441","","(610)432-2708","","","7000000","R. F. Lentz","P. M. Lentz","Rick Lentz","",""
"YPDACH105257721","Alliance Publications, Inc.","585 County Rd. Z","","","","","Sinsinawa, WI 53824-0157 USA","Sinsinawa","WI","53824-0157","United States","608","(608)748-4411","","","","http://www.apimusic.org","","Anita Smisek","","","",""
"CRKYLO005613654","Allied Crafts Press","726 Bison Ave.","","","","","Newport Beach, CA 92660-3207 USA","Newport Beach","CA","92660-3207","United States","949","(949)759-8156","","(949)759-1426","mimzyg@aol.com","","1500000","Paul I. Gould","Marilyn Gould","","",""
"MTJOPU863206825","Allied Video Corp.","PO Box 702618","","","","","Tulsa, OK 74170 USA","Tulsa","OK","74170","United States","","","800-926-5892","(918)487-1550","","http://www.allied-video.com","","Stephen E. Schneider","","","",""
"JTOEKB206248114","Alloy Inc.","151 W 26th St., 11th Fl.","","","","","New York, NY 10001-6810 USA","New York","NY","10001-6810","United States","212","(212)244-4307","","(212)244-4311","info@alloymarketing.com","http://www.alloy.com","","Matthew C. Diamond","James K. Johnson, Jr.","","",""
"LOTAGW247348275","All Sports Publishing","PO Box 226","","","","","Guntersville, AL 35976 USA","Guntersville","AL","35976","United States","","","800-854-1545","","allsportspublishing@msn.com","http://www.allsportspublishing.com","","Stanley Horowitz","","","",""
"BEMZNO581482096","All Things Press","1866 N Wentworth Cir.","","","","","Romeoville, IL 60446-5074 USA","Romeoville","IL","60446-5074","United States","815","(815)609-9179","","","","","000","Mimi Davis","Mary Davis","","",""
"QCCVVA127439513","Allwrite Advertising and Publishing","PO Box 1071","","","","","Decatur, GA 30034-6057 USA","Decatur","GA","30034-6057","United States","678","(678)904-7477","","(530)689-6980","info@allwritepublishing.com","http://www.allwritepublishing.com","12000","","","","",""
"LUHPEW374342326","Ally Press Center","524 Orleans St.","","","","","Saint Paul, MN 55107 USA","Saint Paul","MN","55107","United States","651","(651)291-2652","800-729-3002","","pferoe@comcast.net","http://www.allypress.com","15000000","Joseph Campbell","","","",""
"MUYZNV697706224","Alondra Press","4119 Wildacres Dr.","","","","","Houston, TX 77072 USA","Houston","TX","77072","United States","281","(281)530-9749","","","lark@alondrapress.com","http://www.alondrapress.com","","","","","",""
"GGDQBY137842710","Alpenrose Press","1498 Rainbow Dr.","","","","","Silverthorne, CO 80498-0499 USA","Silverthorne","CO","80498-0499","United States","970","(970)468-6273","","","alpenrosepress@msn.com","","40000","Mary Ellen Gilliland","","","",""
"ZGDUEB564152751","Alpha Kappa Alpha","5656 S Stony Island Ave.","","","","","Chicago, IL 60637 USA","Chicago","IL","60637","United States","773","(773)684-1282","","","exec@aka1908.com","http://www.aka1908.com","","Cynthia D. Howell","Sheila L. Davis","Patricia A. Watkins","Patricia A. Owens","Nicole H. Barrett"
"XMMMQW713902552","Alpha Publishing","104 Row 2., Ste. A1","","","","","Lafayette, LA 70505-3788 USA","Lafayette","LA","70505-3788","United States","","","800-749-4009","(337)237-7060","","","","Mark Anthony","Joyce Dwyer","Donald Gaspard","",""
