Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Gale Directory of Publications and Broadcast Media") And Edition (154)  LIMITS: Database (Gale Directory of Publications and Broadcast Media)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"INOEVC023708885","ABI Journal","66 Canal Center Plz., Ste. 600","","","","","Alexandria, VA 22314 USA","Alexandria","VA","22314","United States","703","(703)739-0800","","(703)739-1060","support@abiworld.org","http://www.abi.org/abi-journal"
"HMWIIX034236109","Abilities","255 Duncan Mill Rd., Ste. 803","","","","","Toronto, ON, Canada M3B 3H9","Toronto","ON","M3B 3H9","Canada","416","(416)421-7944","","(416)421-8418","abilities@bcsgroup.com","http://abilities.ca"
"JACWFX351573914","ABNF Journal","PO Box 580","","","","","Lisle, IL 60532 USA","Lisle","IL","60532","United States","630","(630)969-0221","","","info@tuckerpub.com; sales@tuckerpub.com","http://www.tuckerpub.com/abnf.htm; http://iibp.chadwyck.com/infopage/publ/abn.htm"
"SBZPAH589454356","About Action Unlimited","100-1 Domino Dr.","","","","","Concord, MA 01742 USA","Concord","MA","01742","United States","978","(978)371-2442","","(978)287-5046","ads@actionunlimited.com","http://www.actionunlimited.com"
"SBAIMU310611604","Above Ground Level","18331 Turnberry Dr.","","","","","Round Hill, VA 20141 USA","Round Hill","VA","20141","United States","540","(540)338-4363","","","info@aglmediagroup.com","http://www.aglmediagroup.com"
"CWMNCI248037735","ABS Magazine","1922 Midfield Rd.","","","","","Wichita, KS 67209 USA","Wichita","KS","67209","United States","316","(316)945-1700","","(316)945-1710","bonanza2@bonanza.org","http://www.bonanza.org/magazine/"
"ETQORO690629664","Abstracts in Social Gerontology","National Council on the Aging","409 Third St. SW","","","","Washington, DC 20024 USA","Washington","DC","20024","United States","","","","","advertising@sagepub.com","http://www.ebscohost.com/academic/abstracts-in-social-gerontology"
"IZLHSO247757041","ABTA Quarterly Magazine","PO Box 232","","","","","Greenwood, MO 64034-0232 USA","Greenwood","MO","64034-0232","United States","816","(816)237-0519","","","","http://www.abtahome.com/index.php?id=36"
"EHFLIV904282031","Academe","1133 19th St. NW, Ste. 200","","","","","Washington, DC 20036 USA","Washington","DC","20036","United States","202","(202)737-5900","","(202)737-5526","aaup@aaup.org","http://www.aaup.org/academe"
"QPROAZ992029695","Academia Journal of Educational Research","King St.","Leeds","","","","West Yorkshire LS1 2HQ, United Kingdom","West Yorkshire","","LS1 2HQ","United Kingdom","","44 708-762-6473","","","service@academiapublishing.org","http://www.academiapublishing.org/journals/ajer/index.htm"
"LHNPLI993276638","Academia Journal of Environmental Sciences","King St.","Leeds","","","","West Yorkshire LS1 2HQ, United Kingdom","West Yorkshire","","LS1 2HQ","United Kingdom","","44 708-762-6473","","","service@academiapublishing.org","http://www.academiapublishing.org/journals/ajes/index.htm"
"AFFJAK401100938","Academia Journal of Food Research","King St.","Leeds","","","","West Yorkshire LS1 2HQ, United Kingdom","West Yorkshire","","LS1 2HQ","United Kingdom","","44 708-762-6473","","","service@academiapublishing.org","http://www.academiapublishing.org/journals/ajfr/index.htm"
"YZMEXQ837693324","Academia Journal of Medicinal Plants","King St.","Leeds","","","","West Yorkshire LS1 2HQ, United Kingdom","West Yorkshire","","LS1 2HQ","United Kingdom","","44 708-762-6473","","","service@academiapublishing.org","http://www.academiapublishing.org/journals/ajmp/index.htm"
"VEHOUI180532396","Academia Journal of Microbiology Research","King St.","Leeds","","","","West Yorkshire LS1 2HQ, United Kingdom","West Yorkshire","","LS1 2HQ","United Kingdom","","44 708-762-6473","","","ajmp@academiapublishing.org","http://www.academiapublishing.org/journals/ajmr/index.htm"
"QCSHPN001143963","Academic Emergency Medicine","1111 E Touhy Ave., Ste. 540","","","","","Des Plaines, IL 60018 USA","Des Plaines","IL","60018","United States","847","(847)813-9823","","(847)813-5450","saem@saem.org","http://www.saem.org/publications/aem-journal"
"ECRZVK820773305","Academic Physician & Scientist","Two Commerce Sq.","2001 Market St.","","","","Philadelphia, PA 19103 USA","Philadelphia","PA","19103","United States","215","(215)521-8300","800-638-3030","(215)521-8902","customerservice@lww.com; custserv@lww.com; orders@lww.com; info@lww.com",""
"SXTSPW823863769","Academic Psychiatry","31201 Chicago Rd. S A101","","","","","Warren, MI 48093-5500 USA","Warren","MI","48093-5500","United States","586","(586)939-6800","","(586)939-5850","","http://www.springer.com/medicine/psychiatry/journal/40596"
"LMZVZZ604733039","Academic Radiology","360 Park Ave. S","","","","","New York, NY 10010-1710 USA","New York","NY","10010-1710","United States","","","800-545-2522","","sales.inquiry@elsevier.com","http://www.academicradiology.org"
"ZABMUG155555836","Academic Research Journal of Agricultural Science and Research","15Km, Atufe Rd.","","","","","Sapele, Nigeria","Sapele","","","Nigeria","","","","","","http://www.academicresearchjournals.org/arjasr/index.htm"
"QBSDSV703033580","Academic Web Journal of Business Management","389 Chiswick High Rd.","","","","","London, United Kingdom","London","","","United Kingdom","","","","","info@academicwebpublishers.org","http://academicwebpublishers.org/journals/AWJBM/home.htm"
"CUSXPP139736579","Academic Web Journal of Medical Science","389 Chiswick High Rd.","","","","","London, United Kingdom","London","","","United Kingdom","","","","","info@academicwebpublishers.org","http://academicwebpublishers.org/journals/AWJMS/home.htm"
"YJYRMK961110936","Academy Law Review","Peroorkada","","","","","Trivandrum 695005, India","Trivandrum","","695005","India","","91 4712-433166","","91 4712-539356","keralalawacademy@gmail.com","http://www.keralalawacademy.in/law-review.html"
"LJGPNV524482206","Academy of Educational Leadership Journal","Lower Ground Fl.","40 Bloomsbury Way","","","","London WC1A 2SE, United Kingdom","London","","WC1A 2SE","United Kingdom","","","","","support@alliedacademies.org; info@alliedacademies.org","http://www.alliedacademies.org/academy-of-educational-leadership-journal"
"JWFTOX865452608","Academy of Entrepreneurship Journal","Lower Ground Fl.","40 Bloomsbury Way","","","","London WC1A 2SE, United Kingdom","London","","WC1A 2SE","United Kingdom","","","","","support@alliedacademies.org; info@alliedacademies.org","http://www.alliedacademies.org/academy-of-entrepreneurship-journal"
"PDHNEW125519299","Academy of Management Learning & Education","PO Box 3020","","","","","Briarcliff Manor, NY 10510-8020 USA","Briarcliff Manor","NY","10510-8020","United States","914","(914)923-2607","","(914)923-2615","membership@aom.org","http://aom.org/AMLE; http://amle.aom.org"
"VFPHUM693038049","The Academy TODAY","1331 H St. NW, Ste. 501","","","","","Washington, DC 20005 USA","Washington","DC","20005","United States","202","(202)380-3663","","(202)380-3447","info@oandp.org","http://www.oandp.org/academytoday/2016Jul"
"AWDRXS930549905","Acarina","Zoological Museum MGU, Bolshaya Nikitskaya Str. 6","Zoological Museum MGU","Bolshaya Nikitskaya Str. 6","","","125009 Moscow, Russia","Moscow","","125009","Russia","","7 495 692-5894","","7 495 629-4825","info@kmkjournals.com","http://kmkjournals.com/journals/acarina; http://www.kmkjournals.com/journals/Acarina"
"IVTWBI970325297","ACCEL","2400 N St. NW","","","","","Washington, DC 20037 USA","Washington","DC","20037","United States","202","(202)375-6000","800-253-4636","(202)375-7000","resource@acc.org; chapters@acc.org","http://www.audio-digest.org/cgi-bin/htmlos/current/accel_landing.html"
"WVNLPV444217479","Access All Areas","4th Fl., Sterling House 6-10 St George's Rd., Wimbledon","","","","","London SW19 4DP, United Kingdom","London","","SW19 4DP","United Kingdom","","44 20 897-182-82","","","","http://www.access-aa.co.uk"
"AYBMVS923523249","Access Communications Co-operative","1192 99th St.","","","","","North Battleford, SK, Canada S9A 0P3","North Battleford","SK","S9A 0P3","Canada","","","866-363-2225","","info@myaccess.ca","http://www.myaccess.ca"
"NKZGBM881510503","Access International","Southfields","Southview Rd.","","","","Wadhurst TN5 6TP, United Kingdom","Wadhurst","","TN5 6TP","United Kingdom","","44 189-278-4088","","44 189-278-4086","info@khl.com","http://www.khl.com/magazines/access-international"
"JEPIKI650507213","Accident Analysis & Prevention","Ste. 800, 230 Park Ave.","","","","","New York, NY 10169 USA","New York","NY","10169","United States","212","(212)989-5800","888-437-4636","(212)633-3990","h.habernickel@elsevier.com","http://www.journals.elsevier.com/accident-analysis-and-prevention"
"DZYSCS600841702","Accounting Horizons","5717 Bessie Dr.","","","","","Sarasota, FL 34233-2399 USA","Sarasota","FL","34233-2399","United States","941","(941)921-7747","","(941)923-4093","info@aaahq.org","http://aaahq.org/research/aaa-journals/accounting-horizons"
"EXGKPI872712298","Accounting Personnel","Wu Chung House, 27th Fl.","213 Queen's Rd. E","Wanchai","","","Hong Kong, China","Hong Kong","","","China","","852 2 8230600","","","hkiaat@hkiaat.org",""
"ABBTCR117373245","Accounting Research Journal","Howard House, Wagon Ln.","","","","","Bingley BD16 1WA, United Kingdom","Bingley","","BD16 1WA","United Kingdom","","44 1274 777-700","","44 1274 785-201","","http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=arj"
"GQNXKQ711227644","Accounting Technology","One State Street Plz., 27th Fl.","","","","","New York, NY 10004 USA","New York","NY","10004","United States","212","(212)803-8200","800-221-1809","","custserv@sourcemedia.com; help@sourcemedia.com","http://www.accountingtoday.com/act_issues"
"AJYQUZ391153811","Accounts of Chemical Research","1155 16th St. NW","","","","","Washington, DC 20036 USA","Washington","DC","20036","United States","202","(202)872-4600","800-227-5558","","webmaster@acs.org","http://pubs.acs.org/journal/achre4"
"CVDHMS532090152","AC Current","2201 S Washington St.","","","","","Amarillo, TX 79109 USA","Amarillo","TX","79109","United States","806","(806)371-5000","","","ranger@actx.edu","http://www.actx.edu/mass_comm"
"SDQMBY473290009","Aceem Radio-FM","Escalier Ranavalona I Antaninarenina","","","","","Antananarivo 101, Madagascar","Antananarivo","","101","Madagascar","","","","","","http://aceem.com"
"HCMUWC023843013","ACEP Now","4950 W. Royal Ln.","","","","","Irving, TX 75038-2522 USA","Irving","TX","75038-2522","United States","972","(972)550-0911","800-798-1822","(972)580-2816","membership@acep.org","http://www.acepnow.com"
"VROAUJ750782063","Achshav!","120 Broadway, Ste. 1540","","","","","New York, NY 10271 USA","New York","NY","10271","United States","212","(212)533-7800","","(212)353-9439","achshav@usy.org","http://www.usy.org/yourusy/communications/achshav"
"OTXQET171953698","ACI Structural Journal","38800 Country Club Dr.","","","","","Farmington Hills, MI 48331-3439 USA","Farmington Hills","MI","48331-3439","United States","248","(248)848-3700","","(248)848-3701","","http://www.concrete.org/publications/acistructuraljournal.aspx"
"WVSDRW847176358","Ackley World Journal","736 Main St.","","","","","Ackley, IA 50601 USA","Ackley","IA","50601","United States","641","(641)648-2521","","(641)847-3010","","http://www.timescitizen.com/ackley_world_journal"
"KQMOXO483456755","ACM Transactions on Asian and Low-Resource Language Information Processing","2 Penn Plz., Ste. 701","","","","","New York, NY 10121-0701 USA","New York","NY","10121-0701","United States","212","(212)869-7440","800-342-6626","","acmhelp@acm.org","http://dl.acm.org/citation.cfm?id=j1521"
"LQZNKF812087020","ACM Transactions on Computing Education","2 Penn Plz., Ste. 701","","","","","New York, NY 10121-0701 USA","New York","NY","10121-0701","United States","212","(212)869-7440","800-342-6626","","acmhelp@acm.org","http://toce.acm.org"
"TKYHUY092977622","ACM Transactions on Embedded Computing Systems","2 Penn Plz., Ste. 701","","","","","New York, NY 10121-0701 USA","New York","NY","10121-0701","United States","212","(212)869-7440","800-342-6626","","acmhelp@acm.org","http://acmtecs.acm.org"
"WAQTIC007169238","ACM Transactions on Internet Technology","2 Penn Plz., Ste. 701","","","","","New York, NY 10121-0701 USA","New York","NY","10121-0701","United States","212","(212)869-7440","800-342-6626","","acmhelp@acm.org","http://toit.acm.org"
"HJIXXW578006710","ACM Transactions on Networking","2 Penn Plz., Ste. 701","","","","","New York, NY 10121-0701 USA","New York","NY","10121-0701","United States","212","(212)869-7440","800-342-6626","","acmhelp@acm.org","http://www.ifp.illinois.edu/ton"
"MJXOQY351086511","ACP Internist","190 N Independance Mall W","","","","","Philadelphia, PA 19106-1572 USA","Philadelphia","PA","19106-1572","United States","215","(215)351-2400","800-523-1546","","custserv@acponline.org","http://acpinternist.acponline.org"
"AWXMQZ259356470","Across Languages and Cultures","Prielle Kornelia u. 19/D","","","","","1519 Budapest, Hungary","Budapest","","1519","Hungary","","36 1 464-8200","","36 1 464-8251","ak@akkrt.hu; info@akkrt.hu; export@akkrt.hu","http://akkrt.hu/2/journals/products/linguistics/across_languages_and_cultures_eng"
"OGWRKT934104352","ACS Chemical Neuroscience","c/o Craig W. Lindsley, Ed.-in-Ch.","1205 Light Hall","Vanderbilt University Medical Ctr.","","","Nashville, TN 37232-0697 USA","Nashville","TN","37232-0697","United States","615","(615)322-8700","","(202)513-8822","webmaster@acs.org","http://pubs.acs.org/journal/acncdm"
"WHYXYZ663913397","ACSM Bulletin","5119 Pegasus Ct., Ste. Q","","","","","Frederick, MD 21704 USA","Frederick","MD","21704","United States","240","(240)439-4615","","(240)439-4952","",""
"OARRJT677622537","ACS Sensors","1155 16th St. NW","","","","","Washington, DC 20036 USA","Washington","DC","20036","United States","202","(202)872-4600","800-227-5558","","webmaster@acs.org","http://pubs.acs.org/journal/ascefj"
"KHBQQJ627078335","ACTA Aeronautica et Astronautica Sinica","c/o Chinese Journal of Aeronautics","37 Xueyuan Rd.","Haidian District","","","Beijing 100191, China","Beijing","","100191","China","","","","","office@csaa.org.cn","http://hkxb.buaa.edu.cn/EN/column/column79.shtml"
"STYFEI140322122","Acta Agriculturae Slovenica","Jamnikarjeva 101","","","","","1000 Ljubljana, Slovenia","Ljubljana","","1000","Slovenia","","386 1 3203000","","386 1 2565782","info@bf.uni-lj.si","http://ojs.aas.bf.uni-lj.si/index.php/AAS"
"SIRQWB110778097","Acta Amazonica","Av Andre Araujo, 2936 Aleixo","","","","","69060-001 Manaus, AM, Brazil","Manaus","","69060-001","Brazil","","55 92 3643-3377","","","acta@inpa.gov.br; pdbff@inpa.gov.br; diretor@inpa.gov.br; ministro@mct.gov.br","http://www.scielo.br/revistas/aa/iaboutj.htm"
"UJHAAW314468069","Acta Anaesthesiologica Taiwanica","Radarweg 29","","","","","1043 NX Amsterdam, Netherlands","Amsterdam","","1043 NX","Netherlands","","31 20 485-2222","","31 20 485-2032","amsterdam@relx.com; accommodations@relx.com; corporate.responsibility@relx.com; press.office@relx.com; london@relx.com; environmental.challenge@relx.com","http://www.elsevier.com/wps/find/journaldescription.cws_home/720606/description#description"
"XFJLCC636971333","Acta Angiologica","ul. Swietokrzyska 73","","","","","PL-80-180 Gdansk, Poland","Gdansk","","PL-80-180","Poland","","48 58 320-9494","","48 58 320-9460","viamedica@viamedica.pl","http://journals.viamedica.pl/acta_angiologica"
"TSKOXN693335031","Acta Antiqua Academiae Scientiarum Hungaricae","Prielle Kornelia u. 19/D","","","","","1519 Budapest, Hungary","Budapest","","1519","Hungary","","36 1 464-8200","","36 1 464-8251","ak@akkrt.hu; info@akkrt.hu; export@akkrt.hu","http://akkrt.hu/10/folyoirat/termekek/okortudomany/acta_antiqua_academiae_scientiarum_hungaricae"
"URVZOE360624725","Acta Archaeologica","9600 Garsington Rd.","","","","","Oxford OX4 2DQ, United Kingdom","Oxford","","OX4 2DQ","United Kingdom","","44 1865 776-868","","44 1865 714-591","info@wiley.com; custserv@wiley.com; marketing@wiley.co.jp; customer@wiley.com","http://onlinelibrary.wiley.com/journal/10.1111/(issn)1600-0390"
"CZNBZG790318447","Acta Arithmetica","ul. Sniadeckich 8","","","","","00-956 Warsaw, Poland","Warsaw","","00-956","Poland","","48 22 5228100","","48 22 6293997","actarith@impan.gov.pl","http://www.impan.pl/en/publishing-house/journals-and-series/acta-arithmetica; http://www.impan.pl/pl/wydawnictwa/czasopisma-i-serie-wydawnicze/acta-arithmetica"
"MMBMRW924134279","Acta Asiatica","2-4-1 Nishi Kanda","Chiyoda-ku","","","","Tokyo 101-0065, Japan","Tokyo","","101-0065","Japan","","81 3 32627221","","81 3 32627227","iec@tohogakkai.com","http://www.tohogakkai.com/actaback-new.html"
"PIKWXO605889704","Acta Astronautica","65 rue Camille Desmoulins","","","","","50083 Paris, France","Paris","","50083","France","","33 1 711-65500","","33 1 711-65199","","http://www.journals.elsevier.com/acta-astronautica; http://iaaweb.org"
"EYICAV565387592","Acta Astronautica","6 rue Galilee","","","","","75116 Paris, France","Paris","","75116","France","","33 1 47238215","","33 1 47238216","","http://www.journals.elsevier.com/acta-astronautica; http://iaaweb.org"
"CKTYZH189976968","Acta Biochimica et Biophysica Sinica","Great Clarendon St.","","","","","Oxford OX2 6DP, United Kingdom","Oxford","","OX2 6DP","United Kingdom","","44 1865 353907","","44 1865 353485","webenquiry.uk@oup.com","http://www.abbs.info; http://abbs.oxfordjournals.org"
"NIAKNX770398261","Acta Biochimica et Biophysica Sinica","2001 Evans Rd.","","","","","Cary, NC 27513 USA","Cary","NC","27513","United States","","","800-445-9714","(919)677-1303","webenquiry.uk@oup.com","http://www.abbs.info; http://abbs.oxfordjournals.org"
"HKPSKU764734354","Acta Biochimica Polonica","L. Pasteura 3","","","","","02-093 Warsaw, Poland","Warsaw","","02-093","Poland","","","","","abp@ptbioch.edu.pl",""
"DDSIQL402249881","Acta Biomaterialia","3 Killiney Rd., No. 08-01","Winsland House 1","","","","Singapore 239519, Singapore","Singapore","","239519","Singapore","","65 6349-0222","","65 6733-1510","asiabkinfo@elsevier.com; support@elsevier.com; ensci@elsevier.com; articleofthefuture@elsevier.com; chemistry.challenge@elsevier.com; chemistry@elsevier.com; authorsupport@elsevier.com; dmca@elsevier.com; permissionshelpdesk@elsevier.com","http://www.journals.elsevier.com/acta-biomaterialia"
