Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"IPLPEK429325332","Council of Educators in Landscape Architecture (CELA)","PO Box 1915","","","","","Keller, TX 76244 USA","Keller","TX","76244","United States","817","(817)741-9730","","(817)741-9731","thecela.org@gmail.com","http://www.thecela.org; http://twitter.com/TheCelaorg"
"YWJZSJ799890836","Council of Scottish Clans and Associations (COSCA)","c/o John McInnis","2203 Herrington Ct.","","","","Arlington, TX 76018 USA","Arlington","TX","76018","United States","980","(980)333-4686","","","coscainfo@gmail.com","http://www.cosca.net; http://www.facebook.com/AncestralScots; http://www.linkedin.com/in/cosca-council-of-scottish-clans-associations-741a802b; http://twitter.com/coscanet"
"PJITCR316346038","Council of Societies for the Study of Religion (CSSR)","Rice University- MS156","","","","","Houston, TX 77251-1892 USA","Houston","TX","77251-1892","United States","713","(713)348-5721","","(713)348-5725","rsr@rice.edu","http://cohesion.rice.edu/CentersAndInst/CSSR/index.cfm"
"QSSSKV445524012","Covenant of Unitarian Universalist Pagans (CUUPS)","479 W Harwood Rd.","","","","","Hurst, TX 76054-2943 USA","Hurst","TX","76054-2943","United States","330","(330)892-8877","","","info@cuups.org","http://www.cuups.org; http://www.facebook.com/CUUPS.org; http://twitter.com/CUUPS_Media"
"NYGQJY694813168","Deaf Women United (DWU)","PO Box 91563","","","","","Austin, TX 78709-1563 USA","Austin","TX","78709-1563","United States","","","","","info@dwu.org","http://www.dwu.org; http://www.facebook.com/DeafWomenUnited; http://twitter.com/deafwomenunited"
"APIEKB220178555","The Delta Kappa Gamma Society International","PO Box 1589","","","","","Austin, TX 78767 USA","Austin","TX","78767","United States","512","(512)478-5748","888-762-4685","(512)478-3961","","http://www.dkg.org; http://www.facebook.com/dkgorg"
"JNHECJ908507359","Delta Phi Upsilon Fraternity, Inc.","PO Box 573013","","","","","Houston, TX 77257 USA","Houston","TX","77257","United States","","","","","owlinfo@dphiu.org","http://www.dphiu.org"
"OCUDOO978605689","Diagnostics Marketing Association","10109 Regal Park Ln., Ste. 212","","","","","Dallas, TX 75230 USA","Dallas","TX","75230","United States","214","(214)364-0119","","","lworden@ivdlogix.com","http://www.dxma.org; http://www.linkedin.com/groups/869417"
"OHYTTJ872971935","Distribution Contractors Association (DCA)","101 W Renner Rd., Ste. 460","","","","","Richardson, TX 75082 USA","Richardson","TX","75082","United States","972","(972)680-0261","","(972)680-0461","info@dcaweb.org","http://www.dcaweb.org; http://www.facebook.com/Distribution-Contractors-Association-100403143334611; http://www.linkedin.com/company/distribution-contractors-association; http://twitter.com/DCAtweets"
"UAJTDZ400567725","EarthWave Society (EWS)","16151 S Hwy. 377","","","","","Fort Worth, TX 76126 USA","Fort Worth","TX","76126","United States","817","(817)443-3780","800-668-9283","(817)443-3858","","http://www.earthwave.org; http://www.facebook.com/EarthwaveSociety"
"FUBUVL759144218","Educational Research Analysts","PO Box 7518","","","","","Longview, TX 75607-7518 USA","Longview","TX","75607-7518","United States","903","(903)753-5993","","(903)753-8424","info@textbookreviews.org","http://www.textbookreviews.org"
"XQXMMI715869989","Electric Utility Benchmarking Association (EUBA)","c/o The Benchmarking Network, Inc.","","","","","Houston, TX USA","Houston","TX","","United States","281","(281)440-5044","","","","http://euba.com; http://www.facebook.com/The-Benchmarking-Network-160948513979884; http://www.twitter.com/benchmarkingnet"
"MBSKNH748832927","Electronic Components Certification Corporation (ECCB)","1002 Shell Ave.","","","","","Midland, TX 79705 USA","Midland","TX","79705","United States","","","","","ecccorp.information@ecccorp.org","http://ecccorp.org"
"RPKYIJ676904157","Electronic Document Systems Foundation (EDSF)","1845 Precinct Line Rd., Ste. 212","","","","","Hurst, TX 76054 USA","Hurst","TX","76054","United States","817","(817)849-1145","","(817)849-1185","info@edsf.org","http://www.edsf.org"
"GGLCDX291103586","Elephant Managers Association (EMA)","1513 Cambridge St.","","","","","Houston, TX 77030 USA","Houston","TX","77030","United States","407","(407)938-1988","","","emaboard@elephantmanagers.com","http://elephantmanagers.com"
"QXHQQS965468914","Emergency Medicine Residents' Association (EMRA)","4950 W Royal Ln.","","","","","Irving, TX 75063 USA","Irving","TX","75063","United States","972","(972)550-0920","866-566-2492","(972)692-5995","emra@emra.org","http://www.emra.org; http://www.facebook.com/emresidents; http://www.twitter.com/emresidents"
"FRYWPC205669731","Empower African Children","PO Box 141226","","","","","Dallas, TX 75214 USA","Dallas","TX","75214","United States","214","(214)828-9323","","","info@empowerafricanchildren.org","http://www.empowerafricanchildren.org"
"USBQMX421434284","Federal Bar Association Bankruptcy Law Section","c/o Hon. Craig A. Gargotta, Chair","Hipolito F. Garcia Federal Bldg.","615 E Houston St., Rm. 505 ","","","San Antonio, TX 78205 USA","San Antonio","TX","78205","United States","210","(210)472-5181","","","","http://www.fedbar.org/Sections/Bankruptcy-Law-Section.aspx; http://twitter.com/FBABankruptcy"
"KKLOSM187424565","Federation of Employers and Workers of America (FEWA)","2901 Bucks Bayou Rd.","","","","","Bay City, TX 77414 USA","Bay City","TX","77414","United States","979","(979)245-7577","877-422-3392","(979)245-8969","","http://www.fewaglobal.org"
"BVNKSI686056856","Federation of State Medical Boards (FSMB)","400 Fuller Wiser Rd.","","","","","Euless, TX 76039 USA","Euless","TX","76039","United States","817","(817)868-4000; (817)868-4041","888-ASK-FCVS","(817)868-4099","usmle@fsmb.org","http://www.fsmb.org; http://www.linkedin.com/company/federation-of-state-medical-boards; http://twitter.com/theFSMB"
"LSHYWN455237924","Field Spaniel Society of America (FSSA)","c/o Barbara Cox, Secretary - Corresponding","404 Santa Anna Ave","","","","Coleman, TX 76834 USA","Coleman","TX","76834","United States","","","","","","http://fieldspanielsocietyofamerica.org"
"MPATSI367812540","Flying Physicians Association (FPA)","11626 Twain Dr.","","","","","Montgomery, TX 77356 USA","Montgomery","TX","77356","United States","936","(936)588-6505","","(832)415-0287","info@fpadrs.org","http://www.fpadrs.org; http://www.facebook.com/FlyingPhysiciansAssociation/"
"ZCVGJM261528919","Foundation for Rational Economics and Education (FREE)","PO Box 1776","","","","","Lake Jackson, TX 77566 USA","Lake Jackson","TX","77566","United States","","","","","","http://the-free-foundation.org"
"VSVUKY574971428","FP2 Inc.","8100 West Ct.","","","","","Austin, TX 78759 USA","Austin","TX","78759","United States","512","(512)977-1854","","","jimmoulthrop@gmail.com","http://fp2.org"
"HMYTUK549682306","German Shorthaired Pointer Club of America (GSPCA)","c/o Cynthia McCracken, Membership Chairperson","3026 Tidwell Rd.","","","","Burke, TX 75941-6173 USA","Burke","TX","75941-6173","United States","814","(814)421-2946","","","membership@gspca.org","http://www.gspca.org; http://www.facebook.com/GSPCA1"
"SOBWDL457610576","German-Texan Heritage Society (GTHS)","507 East 10th St.","","","","","Austin, TX 78701 USA","Austin","TX","78701","United States","512","(512)467-4569","855-892-6691","(512)467-4574","info@germantexans.org","http://germantexans.org; http://www.facebook.com/German-Texan-Heritage-Society-268699066333; http://twitter.com/germantexans"
"ZQODAR195630915","Girlstart","1400 W Anderson Ln.","","","","","Austin, TX 78757 USA","Austin","TX","78757","United States","512","(512)916-4775","888-852-6481","","info@girlstart.org","http://www.girlstart.org; http://www.facebook.com/Girlstart; http://www.linkedin.com/company/74530; http://twitter.com/girlstart"
"BQQHWZ360733791","Global Animal Partnership","7421 Burnet Rd., No. 237","","","","","Austin, TX 78757 USA","Austin","TX","78757","United States","","","877-427-5783","","info@globalanimalpartnership.org","http://www.globalanimalpartnership.org; http://www.facebook.com/globalanimalpartnership; http://twitter.com/GAP5Step"
"SJTAFP162654150","Global Wildlife Conservation (GWC)","PO Box 129","","","","","Austin, TX 78767 USA","Austin","TX","78767","United States","512","(512)593-1883","","","info@globalwildlife.org","http://globalwildlife.org; http://www.facebook.com/pg/globalwildlife; http://twitter.com/Global_Wildlife"
"SNCTXX568208014","Golf Writers Association of America (GWAA)","10210 Greentree Rd.","","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","713","(713)782-6664","","(713)781-2575","","http://www.gwaa.com"
"USODHQ422937031","Government Management Information Sciences (GMIS)","PO Box 27923","","","","","Austin, TX 78755 USA","Austin","TX","78755","United States","","","877-963-4647","(512)857-7711","headquarters@gmis.org","http://www.gmis.org; http://www.facebook.com/GmisInternational; http://www.linkedin.com/groups/1547487/profile; http://twitter.com/gmisint"
"ASWDCK466029461","Grand Encampment of Knights Templar","5909 West Loop S, Ste. 495","","","","","Bellaire, TX 77401-2402 USA","Bellaire","TX","77401-2402","United States","713","(713)349-8700","","(713)349-8710","gm@knightstemplar.org","http://www.knightstemplar.org"
"XEPDQD249567446","Great Council of U.S. Improved Order of Red Men (IORM)","4521 Speight Ave.","","","","","Waco, TX 76711 USA","Waco","TX","76711","United States","254","(254)756-1221","","(254)756-4828","info@redmen.org","http://www.redmen.org"
"ZBFSXN008381246","Guinea Fowl International Association (GFIA)","2812 FM 987","","","","","Kaufman, TX 75142 USA","Kaufman","TX","75142","United States","","","","","membership@guineafowlinternational.org","http://www.guineafowlinternational.org; http://www.facebook.com/groups/guineas"
"EIKMRW942006596","Habitat for Horses (HfH)","PO Box 213","","","","","Hitchcock, TX 77563 USA","Hitchcock","TX","77563","United States","409","(409)935-0277","866-434-5737","(409)515-0657","admin@habitatforhorses.org","http://www.habitatforhorses.org; http://www.facebook.com/Habitat.for.Horses.org; http://twitter.com/Hfh"
"PNTCWS992719516","HALTER, Inc.","17410 Clay Rd.","","","","","Houston, TX 77084 USA","Houston","TX","77084","United States","281","(281)861-9138; (281)508-6501","","","director@halterinc.org","http://www.halterinc.org; http://twitter.com/HalterInc"
"HIWFMT728852614","Hand in Hand in Africa (HIHIA)","2328 Greymoore Dr.","","","","","Frisco, TX 75034 USA","Frisco","TX","75034","United States","","","866-908-3518","","yourhandinourhandwithhihia@gmail.com","http://handinhandinafrica.com; http://www.facebook.com/Hand-In-Hand-In-Africa-158457694210653; http://twitter.com/yourhandinours"
"UAUDOB140270886","Hearts Across Romania (HAR)","2544 Brookside Dr.","","","","","Irving, TX 75063-3172 USA","Irving","TX","75063-3172","United States","972","(972)849-4359","","","admin@heartsacrossromania.org","http://www.heartsacrossromania.org; http://www.facebook.com/HeartsAcrossRomania; http://www.linkedin.com/company/3218271; http://twitter.com/HeartsRomania"
"IUEAHD715682658","Heritage Rose Foundation (HRF)","PO Box 831414","","","","","Richardson, TX 75083 USA","Richardson","TX","75083","United States","","","","","","http://www.heritagerosefoundation.org; http://www.facebook.com/Heritage-Rose-Foundation-48238538257"
"RDMHWY151618766","Hispanic Association of Colleges and Universities (HACU)","8415 Datapoint Dr., Ste. 400","","","","","San Antonio, TX 78229 USA","San Antonio","TX","78229","United States","210","(210)692-3805","","(210)692-0823","hacu@hacu.net","http://www.hacu.net; http://www.facebook.com/HACUnews/; http://twitter.com/hacunews"
"WERTMB946456113","Historical Society for Twentieth-Century China (HSTCC)","c/o Xiaoping Cong, Secretary-Treasurer","Department of History","University of Houston","","","Houston, TX 77204 USA","Houston","TX","77204","United States","","","","","xcong@uh.edu","http://hstcconline.org; http://www.facebook.com/hstcconline"
"ZHDSXL934698910","Historical Society of the United Methodist Church (HSUMC)","c/o Priscilla Pope-Levison, President","Seattle Pacific University","PO Box 750133,","","","Dallas, TX 75275-0133 USA","Dallas","TX","75275-0133","United States","","","","","","http://www.historicalsocietyunitedmethodistchurch.org"
"TPJOFT702315283","Holiday and Decorative Association (HDA)","2050 N Stemmons Fwy., Ste. 1F312","","","","","Dallas, TX 75207 USA","Dallas","TX","75207","United States","214","(214)742-2747","","(214)742-2648","hda@hdanow.org","http://www.hdanow.org; http://www.facebook.com/HDAnow; http://www.linkedin.com/company/holiday-&-decorative-association; http://twitter.com/HDAnow"
"VWYUAK497049652","Hope Through Grace","2504 Almeda Genoa Rd.","","","","","Houston, TX 77047 USA","Houston","TX","77047","United States","713","(713)436-1273","","(713)668-6040","info@hopethroughgrace.org","http://hopethroughgrace.org"
"QXJLZV612533379","Human Resources Benchmarking Association (HRBA)","4606 FM 1960 Rd. W, Ste. 250","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","","(281)440-6677","","http://hrba.org"
"CVGKHJ821389091","Human Touch International (HTI)","12392 Hawk Creek Dr.","","","","","Frisco, TX 75033 USA","Frisco","TX","75033","United States","513","(513)593-1850","","","info@htionline.org","http://www.humantouchnetwork.org"
"ZEYPMH647088300","Ice Skating Institute (ISI)","6000 Custer Rd., Bldg. 9","","","","","Plano, TX 75023 USA","Plano","TX","75023","United States","972","(972)735-8800","","(972)735-8815","","http://www.skateisi.com/site; http://www.facebook.com/IceSkatingInstitute"
"WMNRHV603852803","Indian American Cancer Network (IACAN)","PO Box 741886","","","","","Houston, TX 77274 USA","Houston","TX","77274","United States","713","(713)370-3489","","","iacannetwork@gmail.com","http://www.iacannetwork.org; http://www.facebook.com/IndianAmericanCancerNetwork"
"MZIIVF957179224","Information Systems Management Benchmarking Consortium (ISMBC)","The Benchmarking Network","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","","(281)440-6677","","http://ismbc.org"
"WNFIDE209879059","Institute of Nautical Archaeology (INA)","340 Spence St.","","","","","College Station, TX 77841-5137 USA","College Station","TX","77841-5137","United States","979","(979)845-6694","","(979)847-9260","info@nauticalarch.org","http://nauticalarch.org; http://www.facebook.com/Institute-of-Nautical-Archaeology-139031258221; http://twitter.com/nauticalarch"
"EZRTCG272384545","International Aikido Association (IAA)","10703 Sandpiper Ln.","","","","","Dallas, TX 75230-4470 USA","Dallas","TX","75230-4470","United States","214","(214)331-6696","","","","http://www.internationalaikido.com/english/html/index.html"
"KYJKGD358540509","International Association for Colon Hydrotherapy (I-ACT)","11103 San Pedro, Ste. 117","","","","","San Antonio, TX 78216 USA","San Antonio","TX","78216","United States","210","(210)366-2888","","(210)366-2999","homeoffice@i-act.org","http://www.i-act.org; http://twitter.com/IACT_office"
"RUHFIU114054267","International Association for Mathematical Geosciences (IAMG)","5868 Westheimer Rd., Ste. 537","","","","","Houston, TX 77057 USA","Houston","TX","77057","United States","832","(832)380-8833","","","support@iamgmembers.org","http://www.iamg.org; http://www.facebook.com/IAMG.Math.Geo; http://www.linkedin.com/groups/833797/profile; http://twitter.com/IAMG_Math_Geo"
